conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,token,sentiment
1.88e+18,Fri Jan 24 05:55:00 +0000 2025,3,Bank sentral Jepang menaikkan biaya pinjaman ke level tertinggi dalam 17 tahun. Kenaikan itu menyusul kenaikan harga konsumen semakin cepat di negara tersebut. https://t.co/bnJ2UKrmia,1.88e+18,,,in,Jakarta - Indonesia,0,1,0,https://x.com/mediaindonesia/status/1882668403795636394,68930552.0,mediaindonesia,"['bank', 'sentral', 'jepang', 'menaikkan', 'biaya', 'pinjaman', 'ke', 'level', 'tertinggi', 'dalam', '17', 'tahun', '.', 'kenaikan', 'itu', 'menyusul', 'kenaikan', 'harga', 'konsumen', 'semakin', 'cepat', 'di', 'negara', 'tersebut', '.', 'https', ':', '//t.co/bnj2ukrmia']",netral
1.88e+18,Fri Jan 24 05:51:12 +0000 2025,0,@dabluee_8 Hai Kak. Untuk pembuatan Faktur Pajak Pengganti atas Faktur Pajak yang terbit sebelum Masa Pajak Januari 2025 masih menggunakan aplikasi e-faktur desktop ya Kak. Pelaporan SPT Masa PPN pembetulannya juga masih menggunakan e-faktur web based. Tks*Irev,1.88e+18,,dabluee_8,in,1500200,0,0,0,https://x.com/kring_pajak/status/1882667448039841946,4564565058.0,kring_pajak,"['@', 'dabluee_8', 'hai', 'kak', '.', 'untuk', 'pembuatan', 'faktur', 'pajak', 'pengganti', 'atas', 'faktur', 'pajak', 'yang', 'terbit', 'sebelum', 'masa', 'pajak', 'januari', '2025', 'masih', 'menggunakan', 'aplikasi', 'e-faktur', 'desktop', 'ya', 'kak', '.', 'pelaporan', 'spt', 'masa', 'ppn', 'pembetulannya', 'juga', 'masih', 'menggunakan', 'e-faktur', 'web', 'based', '.', 'tks', '*', 'irev']",netral
1.88e+18,Fri Jan 24 05:47:25 +0000 2025,1,Bp Presiden @prabowo para Menteri yg Bp angkat baru kerja &amp; blum jg tampakkan hasil tp rata2 lbih byk berkeluh kesah ttg Anggaran &amp; minta kenaikan anggaran. Duh bgmn mrk bisa bekerja dg baik jk yg ada dipikiran mrk slalu uang uang &amp; uang bisa2 yg trjdi pd korupsi,1.88e+18,,,in,Indonesia,0,0,0,https://x.com/RatnaPuspi16942/status/1882666496142520819,1.69e+18,RatnaPuspi16942,"['bp', 'presiden', '@', 'prabowo', 'para', 'menteri', 'yg', 'bp', 'angkat', 'baru', 'kerja', '&', 'amp', ';', 'blum', 'jg', 'tampakkan', 'hasil', 'tp', 'rata2', 'lbih', 'byk', 'berkeluh', 'kesah', 'ttg', 'anggaran', '&', 'amp', ';', 'minta', 'kenaikan', 'anggaran', '.', 'duh', 'bgmn', 'mrk', 'bisa', 'bekerja', 'dg', 'baik', 'jk', 'yg', 'ada', 'dipikiran', 'mrk', 'slalu', 'uang', 'uang', '&', 'amp', ';', 'uang', 'bisa2', 'yg', 'trjdi', 'pd', 'korupsi']",positif
1.88e+18,Fri Jan 24 05:45:16 +0000 2025,2,@Bogelkatamso Yg bangsat aslinya si Mulyono biang kerok itu.. Pecatan tentara malah diberi kenaikan pangkat..ternyata ada kesepakatan antara mereka..asu asuuuh,1.88e+18,,Bogelkatamso,in,"Kota Surabaya, Jawa Timur",0,1,0,https://x.com/cak_agoest/status/1882665956331377044,2884352413.0,cak_agoest,"['@', 'bogelkatamso', 'yg', 'bangsat', 'aslinya', 'si', 'mulyono', 'biang', 'kerok', 'itu', '..', 'pecatan', 'tentara', 'malah', 'diberi', 'kenaikan', 'pangkat', '..', 'ternyata', 'ada', 'kesepakatan', 'antara', 'mereka', '..', 'asu', 'asuuuh']",netral
1.88e+18,Fri Jan 24 05:44:10 +0000 2025,1,Menteri BUMN Erick Thohir memastikan tiket transportasi umum seperti kereta kapal dan pesawat tidak akan mengalami kenaikan harga selama musim mudik. #im_nusantara #bumn #erickthohir #BUMNHadirUntukRakyat #mudiklebaran2025 #news #beritaterkini #fyp https://t.co/xKXlcggaJ1,1.88e+18,https://pbs.twimg.com/ext_tw_video_thumb/1882665585836019712/pu/img/dSsatUswzz4IHBw0.jpg,,in,,0,0,0,https://x.com/imnusantara_/status/1882665677749940284,1.87e+18,imnusantara_,"['menteri', 'bumn', 'erick', 'thohir', 'memastikan', 'tiket', 'transportasi', 'umum', 'seperti', 'kereta', 'kapal', 'dan', 'pesawat', 'tidak', 'akan', 'mengalami', 'kenaikan', 'harga', 'selama', 'musim', 'mudik', '.', '#', 'im_nusantara', '#', 'bumn', '#', 'erickthohir', '#', 'bumnhadiruntukrakyat', '#', 'mudiklebaran2025', '#', 'news', '#', 'beritaterkini', '#', 'fyp', 'https', ':', '//t.co/xkxlcggaj1']",netral
1.88e+18,Fri Jan 24 05:43:34 +0000 2025,0,@mincu @ewnma kok ngikutin kiblat indonesia? di korea bebas ppn service fee dan gojek fee nun,1.88e+18,,mincu,in,"(Parody, 2002). CYJ.",0,0,0,https://x.com/HUENINGKAl/status/1882665528889872728,8.12e+17,HUENINGKAl,"['@', 'mincu', '@', 'ewnma', 'kok', 'ngikutin', 'kiblat', 'indonesia', '?', 'di', 'korea', 'bebas', 'ppn', 'service', 'fee', 'dan', 'gojek', 'fee', 'nun']",netral
1.88e+18,Fri Jan 24 05:40:31 +0000 2025,0,@Metro_TV Bohong ppn cuma untuk barang mewah buktinya umkm yang biasa sewa lapak dikenai ppn dari sebelumnya gak kena.,1.88e+18,,Metro_TV,in,Jakarta Capital Region,0,0,0,https://x.com/SiantoKoe/status/1882664757574127630,1.86e+18,SiantoKoe,"['@', 'metro_tv', 'bohong', 'ppn', 'cuma', 'untuk', 'barang', 'mewah', 'buktinya', 'umkm', 'yang', 'biasa', 'sewa', 'lapak', 'dikenai', 'ppn', 'dari', 'sebelumnya', 'gak', 'kena', '.']",netral
1.88e+18,Fri Jan 24 05:37:54 +0000 2025,1,@vinbooo_ totoo po huhu parang walang mali sa katawan yan sha kainggit nlng tlga!!,1.88e+18,,vinbooo_,tl,𓍢ִ໋ pan 🩶,0,0,0,https://x.com/ultprecious/status/1882664101773758690,1.37e+18,ultprecious,"['@', 'vinbooo_', 'totoo', 'po', 'huhu', 'parang', 'walang', 'mali', 'sa', 'katawan', 'yan', 'sha', 'kainggit', 'nlng', 'tlga', '!', '!']",netral
1.88e+18,Fri Jan 24 05:37:07 +0000 2025,0,【ドラゴンボールZ ドッカンバトル】 もうすぐ10周年！カウントダウンキャンペーン⑥！ 「ドッカン究極スピードバトル」のスピードクリアを目指して 強力な敵に挑戦しよう！ https://t.co/tjItZzNKnK #ドッカンバトル #ドラゴンボール,1.88e+18,,,ja,,0,0,0,https://x.com/cP0ppnRcjBWDkRh/status/1882663902720471288,3283900482.0,cP0ppnRcjBWDkRh,"['【ドラゴンボールz', 'ドッカンバトル】', 'もうすぐ10周年！カウントダウンキャンペーン⑥！', '「ドッカン究極スピードバトル」のスピードクリアを目指して', '強力な敵に挑戦しよう！', 'https', ':', '//t.co/tjitzznknk', '#', 'ドッカンバトル', '#', 'ドラゴンボール']",netral
1.88e+18,Fri Jan 24 05:36:00 +0000 2025,0,@basebuku kenaikan harga buku dalam satu dekade 100%,1.88e+18,,basebuku,in,Dominican Republic,0,0,0,https://x.com/bardanin/status/1882663622431871297,1.28e+18,bardanin,"['@', 'basebuku', 'kenaikan', 'harga', 'buku', 'dalam', 'satu', 'dekade', '100', '%']",netral
1.88e+18,Fri Jan 24 05:35:44 +0000 2025,1,バトルパートナーズ 買取　大阪　京都　兵庫 シュリンクつき 11500 シュリンクなし 10000 パックサーチ済み　180円 デッキビルド 〆 プロモ　2000 相場により金額上下します 新弾の美品も求めてます 綺麗な個体はラッシュ同額可能です,1.88e+18,,,ja,,0,0,0,https://x.com/shoichirogram/status/1882663556321284105,1.15e+18,shoichirogram,"['バトルパートナーズ', '買取', '大阪', '京都', '兵庫', 'シュリンクつき', '11500', 'シュリンクなし', '10000', 'パックサーチ済み', '180円', 'デッキビルド', '〆', 'プロモ', '2000', '相場により金額上下します', '新弾の美品も求めてます', '綺麗な個体はラッシュ同額可能です']",netral
1.88e+18,Fri Jan 24 05:34:40 +0000 2025,0,@ciciliaagstn Hai Kak. PPN atas pemanfaatan BKP TB dan/atau JKP dari luar Daerah Pabean wajib dipungut dan disetorkan seluruhnya ke Kas Negara melalui Kantor Pos atau Bank Persepsi dengan menggunakan SSP oleh orang pribadi atau badan yang memanfaatkan BKP TB dan/atau JKP dari luar Daerah https://t.co/8X7NAJOxP2,1.88e+18,https://pbs.twimg.com/media/GiCNZsRbMAEeJGn.png,ciciliaagstn,in,1500200,0,0,0,https://x.com/kring_pajak/status/1882663286858264835,4564565058.0,kring_pajak,"['@', 'ciciliaagstn', 'hai', 'kak', '.', 'ppn', 'atas', 'pemanfaatan', 'bkp', 'tb', 'dan/atau', 'jkp', 'dari', 'luar', 'daerah', 'pabean', 'wajib', 'dipungut', 'dan', 'disetorkan', 'seluruhnya', 'ke', 'kas', 'negara', 'melalui', 'kantor', 'pos', 'atau', 'bank', 'persepsi', 'dengan', 'menggunakan', 'ssp', 'oleh', 'orang', 'pribadi', 'atau', 'badan', 'yang', 'memanfaatkan', 'bkp', 'tb', 'dan/atau', 'jkp', 'dari', 'luar', 'daerah', 'https', ':', '//t.co/8x7najoxp2']",netral
1.88e+18,Fri Jan 24 05:34:20 +0000 2025,0,@printyarchive impulsive buying HAHAHAHA THAZ U,1.88e+18,,printyarchive,en,𓍢ִ໋ pan 🩶,0,1,0,https://x.com/ultprecious/status/1882663201193840861,1.37e+18,ultprecious,"['@', 'printyarchive', 'impulsive', 'buying', 'hahahaha', 'thaz', 'u']",netral
1.88e+18,Fri Jan 24 05:33:53 +0000 2025,0,@luving_you1 @NP_pp1995 ของคุณค่า,1.88e+18,,luving_you1,th,,0,0,0,https://x.com/poupee_054/status/1882663089184850407,1.87e+18,poupee_054,"['@', 'luving_you1', '@', 'np_pp1995', 'ของคุณค่า']",netral
1.88e+18,Fri Jan 24 05:30:18 +0000 2025,0,@DavidBeatt @beacukaiRI gw jg pernah ini kena harga barang $200 nyampe ke indo kena ppn sampe 2jt. Sama aja kaya beli 2 barang ini. Dan setelah dihitung-hitung sbenarnya udah benar angkanya 500-700rb tapi pas gw coba x2 dari totalnya nominalnya hampir sama dgn yg 2jt di invoice DHLnya,1.88e+18,,DavidBeatt,in,@trenovaldo,0,0,0,https://x.com/trenovaldo/status/1882662188563013770,618976243.0,trenovaldo,"['@', 'davidbeatt', '@', 'beacukairi', 'gw', 'jg', 'pernah', 'ini', 'kena', 'harga', 'barang', '$', '200', 'nyampe', 'ke', 'indo', 'kena', 'ppn', 'sampe', '2jt', '.', 'sama', 'aja', 'kaya', 'beli', '2', 'barang', 'ini', '.', 'dan', 'setelah', 'dihitung-hitung', 'sbenarnya', 'udah', 'benar', 'angkanya', '500-700rb', 'tapi', 'pas', 'gw', 'coba', 'x2', 'dari', 'totalnya', 'nominalnya', 'hampir', 'sama', 'dgn', 'yg', '2jt', 'di', 'invoice', 'dhlnya']",netral
1.88e+18,Fri Jan 24 05:29:37 +0000 2025,0,@jehahost @VenmiAgent Win https://t.co/loBtCCISQr,1.88e+18,https://pbs.twimg.com/media/GiCPG3haAAAzMTo.jpg,jehahost,und,,0,0,0,https://x.com/ppn12prsn/status/1882662014717501769,1.86e+18,ppn12prsn,"['@', 'jehahost', '@', 'venmiagent', 'win', 'https', ':', '//t.co/lobtccisqr']",netral
1.88e+18,Fri Jan 24 05:29:19 +0000 2025,0,@hideout404 Hai Kak. Apakah faktur tersebut sudah di-upload? Apabila faktur pajak tersebut belum di-upload silakan hapus terlebih dahulu kemudian silakan impor XML kembali. Sebelum impor pastikan isian file XML tersebut sudah sesuai termasuk untuk pengisian kolom tarif PPN diisi angka,1.88e+18,,hideout404,in,1500200,0,0,0,https://x.com/kring_pajak/status/1882661941124182435,4564565058.0,kring_pajak,"['@', 'hideout404', 'hai', 'kak', '.', 'apakah', 'faktur', 'tersebut', 'sudah', 'di-upload', '?', 'apabila', 'faktur', 'pajak', 'tersebut', 'belum', 'di-upload', 'silakan', 'hapus', 'terlebih', 'dahulu', 'kemudian', 'silakan', 'impor', 'xml', 'kembali', '.', 'sebelum', 'impor', 'pastikan', 'isian', 'file', 'xml', 'tersebut', 'sudah', 'sesuai', 'termasuk', 'untuk', 'pengisian', 'kolom', 'tarif', 'ppn', 'diisi', 'angka']",netral
1.88e+18,Fri Jan 24 05:28:38 +0000 2025,0,@PreciousPaulaN yay congrats p!! so proud of u ,1.88e+18,,PreciousPaulaN,en,𓍢ִ໋ pan 🩶,0,0,0,https://x.com/ultprecious/status/1882661769015095368,1.37e+18,ultprecious,"['@', 'preciouspaulan', 'yay', 'congrats', 'p', '!', '!', 'so', 'proud', 'of', 'u']",netral
1.88e+18,Fri Jan 24 05:00:36 +0000 2025,0,@yualunaofficial @phainonn_ akkkk your model is too cute TwT!!! Thank you for blessing us~ https://t.co/SxHlszF2tH,1.88e+18,https://pbs.twimg.com/media/GiCIeXJbQAAHzMF.jpg,yualunaofficial,en,. ,0,0,0,https://x.com/PPN12k/status/1882654714002813318,2785452349.0,PPN12k,"['@', 'yualunaofficial', '@', 'phainonn_', 'akkkk', 'your', 'model', 'is', 'too', 'cute', 'twt', '!', '!', '!', 'thank', 'you', 'for', 'blessing', 'us~', 'https', ':', '//t.co/sxhlszf2th']",netral
1.88e+18,Fri Jan 24 05:00:29 +0000 2025,1,민기두 정말 못말리는 공주님인데 어머니두 너무 못말리는 소녀라서 조음 알콩달콩해,1.88e+18,,,ko,,0,0,0,https://x.com/ha_ppn_/status/1882654683346682150,1.87e+18,ha_ppn_,"['민기두', '정말', '못말리는', '공주님인데', '어머니두', '너무', '못말리는', '소녀라서', '조음', '알콩달콩해']",netral
1.88e+18,Fri Jan 24 05:00:22 +0000 2025,0,@DONQUIX0TE @Txtmlbb Valen itungannya jarang dipake apalagi sama publik tapi tetep bs dapet skin bagus kenapa ya,1.88e+18,,DONQUIX0TE,in,,0,1,0,https://x.com/won7_1_14_7/status/1882654655798456533,9.02e+17,won7_1_14_7,"['@', 'donquix0te', '@', 'txtmlbb', 'valen', 'itungannya', 'jarang', 'dipake', 'apalagi', 'sama', 'publik', 'tapi', 'tetep', 'bs', 'dapet', 'skin', 'bagus', 'kenapa', 'ya']",positif
1.88e+18,Fri Jan 24 05:00:01 +0000 2025,0,@SAN_PASKA Hai Kak. Untuk perubahan nilai PPN saat pelunasan silakan sesuaikan di kuantitas BKP/JKP yang diserahkan. Untuk mengedit kuantitasnya silakan ikuti langkah berikut: 1. WP membuat Faktur Pajak baru untuk pelunasan dengan klik check pelunasan lalu masukkan nomor Faktur Pajak,1.88e+18,,SAN_PASKA,in,1500200,0,0,0,https://x.com/kring_pajak/status/1882654567403573264,4564565058.0,kring_pajak,"['@', 'san_paska', 'hai', 'kak', '.', 'untuk', 'perubahan', 'nilai', 'ppn', 'saat', 'pelunasan', 'silakan', 'sesuaikan', 'di', 'kuantitas', 'bkp/jkp', 'yang', 'diserahkan', '.', 'untuk', 'mengedit', 'kuantitasnya', 'silakan', 'ikuti', 'langkah', 'berikut', ':', '1.', 'wp', 'membuat', 'faktur', 'pajak', 'baru', 'untuk', 'pelunasan', 'dengan', 'klik', 'check', 'pelunasan', 'lalu', 'masukkan', 'nomor', 'faktur', 'pajak']",netral
1.88e+18,Fri Jan 24 04:59:57 +0000 2025,2,@DONQUIX0TE @Txtmlbb Dibandingkan yg macam hanabi lesley ada anomali kayak vale jarang di pick di high tier sekalipun tp skinnya gacor smua wkwkkwkwk,1.88e+18,,DONQUIX0TE,in,,0,0,0,https://x.com/won7_1_14_7/status/1882654551008026970,9.02e+17,won7_1_14_7,"['@', 'donquix0te', '@', 'txtmlbb', 'dibandingkan', 'yg', 'macam', 'hanabi', 'lesley', 'ada', 'anomali', 'kayak', 'vale', 'jarang', 'di', 'pick', 'di', 'high', 'tier', 'sekalipun', 'tp', 'skinnya', 'gacor', 'smua', 'wkwkkwkwk']",netral
1.88e+18,Fri Jan 24 04:59:06 +0000 2025,0,moratorium kenaikan tunkin ka dah ada sosialisasi kirain jmn jkw dah parah ga ada kenaikan gaji (cuma dua kali seepret) ga ada kenaikan tunkin ini kayaknya lebih suram,1.88e+18,,,in,Tropical Island,0,0,0,https://x.com/22Rincut/status/1882654337631166886,207087970.0,22Rincut,"['moratorium', 'kenaikan', 'tunkin', 'ka', 'dah', 'ada', 'sosialisasi', 'kirain', 'jmn', 'jkw', 'dah', 'parah', 'ga', 'ada', 'kenaikan', 'gaji', '(', 'cuma', 'dua', 'kali', 'seepret', ')', 'ga', 'ada', 'kenaikan', 'tunkin', 'ini', 'kayaknya', 'lebih', 'suram']",negatif
1.88e+18,Fri Jan 24 04:58:35 +0000 2025,1,circa 2017 seangkatan sm gue tp beda kelas mereka 1 geng cewe gitu dikeluarin gara-gara ketauan transaksi kuning sm putih di lingkungan sekolah wkwk jadi pas kenaikan kelas yg sisa di kelas tsb sisa dikit doang...,1.88e+18,,,in,"Semarang, Jawa Tengah",0,3,0,https://x.com/trulyv3/status/1882654204587880662,1.19e+18,trulyv3,"['circa', '2017', 'seangkatan', 'sm', 'gue', 'tp', 'beda', 'kelas', 'mereka', '1', 'geng', 'cewe', 'gitu', 'dikeluarin', 'gara-gara', 'ketauan', 'transaksi', 'kuning', 'sm', 'putih', 'di', 'lingkungan', 'sekolah', 'wkwk', 'jadi', 'pas', 'kenaikan', 'kelas', 'yg', 'sisa', 'di', 'kelas', 'tsb', 'sisa', 'dikit', 'doang', '...']",netral
1.88e+18,Fri Jan 24 04:58:25 +0000 2025,0,ラブライバーの友達と新グッズみてビジュ可愛かったら盛り上がるけどビッグアクスタ‼️とか見ると一気に盛り下がるし買わないでいいやってなってる,1.88e+18,,,ja,,0,0,0,https://x.com/pn_pn_ppn/status/1882654163223593052,1.86e+18,pn_pn_ppn,['ラブライバーの友達と新グッズみてビジュ可愛かったら盛り上がるけどビッグアクスタ‼️とか見ると一気に盛り下がるし買わないでいいやってなってる'],netral
1.88e+18,Fri Jan 24 04:57:27 +0000 2025,1,@penantitgl26 @SonoSprei @AsahPolaPikir Kamu bisa menghindari resiko kenaikan cicilan KPR ini dengan ambil KPR di bank syariah. Cari yg sistem pelunasannya bisa di bom beberapa kali sehingga begitu ada uang besar bisa kamu bom sisa cicilan yg nanti bisa pengaruh mengurangi besarnya cicilan atau panjangnya masa cicilan,1.88e+18,,penantitgl26,in,unspoken word(s),0,3,0,https://x.com/cincauwr/status/1882653921300426768,1369552902.0,cincauwr,"['@', 'penantitgl26', '@', 'sonosprei', '@', 'asahpolapikir', 'kamu', 'bisa', 'menghindari', 'resiko', 'kenaikan', 'cicilan', 'kpr', 'ini', 'dengan', 'ambil', 'kpr', 'di', 'bank', 'syariah', '.', 'cari', 'yg', 'sistem', 'pelunasannya', 'bisa', 'di', 'bom', 'beberapa', 'kali', 'sehingga', 'begitu', 'ada', 'uang', 'besar', 'bisa', 'kamu', 'bom', 'sisa', 'cicilan', 'yg', 'nanti', 'bisa', 'pengaruh', 'mengurangi', 'besarnya', 'cicilan', 'atau', 'panjangnya', 'masa', 'cicilan']",netral
1.88e+18,Fri Jan 24 04:56:43 +0000 2025,4,最近のラブライブ可愛い！って思ったグッズ、変に背景付けたりビッグアクスタにするから嫌 世の女オタは普通のサイズで普通のアクスタを求めてるよ(女オタだけじゃないかもだけど),1.88e+18,,,ja,,0,0,1,https://x.com/pn_pn_ppn/status/1882653737279459476,1.86e+18,pn_pn_ppn,"['最近のラブライブ可愛い！って思ったグッズ、変に背景付けたりビッグアクスタにするから嫌', '世の女オタは普通のサイズで普通のアクスタを求めてるよ', '(', '女オタだけじゃないかもだけど', ')']",netral
1.88e+18,Fri Jan 24 04:56:35 +0000 2025,0,Jan 20 2025 - Juan O Savin w/ PPN &gt; Trump Inauguration + Executive Orders + GITMO https://t.co/uXuCOZdQpL,1.88e+18,,,tl,,0,0,0,https://x.com/MARIA2024S/status/1882653704656166918,1.7e+18,MARIA2024S,"['jan', '20', '2025', '-', 'juan', 'o', 'savin', 'w/', 'ppn', '&', 'gt', ';', 'trump', 'inauguration', '+', 'executive', 'orders', '+', 'gitmo', 'https', ':', '//t.co/uxucozdqpl']",netral
1.88e+18,Fri Jan 24 04:53:47 +0000 2025,0,@masihsendiri16_ Hai Kak. Utk bukti potong bukan melalui menu prepopulated seperti PPN ya Kak. Nantinya bukti potong yg telah diterbitkan oleh rekanan untuk Kakak akan muncul di menu Portal Saya -&gt; Dokumen Saya. Selain itu saat lapor SPT Tahunan nantinya akan muncul juga dibagian kredit,1.88e+18,,masihsendiri16_,in,1500200,0,0,0,https://x.com/kring_pajak/status/1882653000025731160,4564565058.0,kring_pajak,"['@', 'masihsendiri16_', 'hai', 'kak', '.', 'utk', 'bukti', 'potong', 'bukan', 'melalui', 'menu', 'prepopulated', 'seperti', 'ppn', 'ya', 'kak', '.', 'nantinya', 'bukti', 'potong', 'yg', 'telah', 'diterbitkan', 'oleh', 'rekanan', 'untuk', 'kakak', 'akan', 'muncul', 'di', 'menu', 'portal', 'saya', '-', '&', 'gt', ';', 'dokumen', 'saya', '.', 'selain', 'itu', 'saat', 'lapor', 'spt', 'tahunan', 'nantinya', 'akan', 'muncul', 'juga', 'dibagian', 'kredit']",netral
1.88e+18,Fri Jan 24 04:53:22 +0000 2025,0,@yeontaneomma___ Hai Kak. Sesuai PMK 131 Tahun 2024 Pasal 3: Atas pemanfaatan Jasa Kena Pajak dari luar Daerah Pabean di dalam Daerah Pabean terutang Pajak Pertambahan Nilai maka PPN terutang dihitung dengan cara mengalikan tarif 12% dengan DPP berupa nilai lain sebesar 11/12 dari nilai,1.88e+18,,yeontaneomma___,in,1500200,0,0,0,https://x.com/kring_pajak/status/1882652893670674437,4564565058.0,kring_pajak,"['@', 'yeontaneomma___', 'hai', 'kak', '.', 'sesuai', 'pmk', '131', 'tahun', '2024', 'pasal', '3', ':', 'atas', 'pemanfaatan', 'jasa', 'kena', 'pajak', 'dari', 'luar', 'daerah', 'pabean', 'di', 'dalam', 'daerah', 'pabean', 'terutang', 'pajak', 'pertambahan', 'nilai', 'maka', 'ppn', 'terutang', 'dihitung', 'dengan', 'cara', 'mengalikan', 'tarif', '12', '%', 'dengan', 'dpp', 'berupa', 'nilai', 'lain', 'sebesar', '11/12', 'dari', 'nilai']",netral
1.88e+18,Fri Jan 24 04:51:48 +0000 2025,0,@rhelvane @Iovienne Itu skor sama KKM di rapot kenaikan kelas aja kayaknya masih gede nilai minimum rapot deh.,1.88e+18,,rhelvane,in,"XX, The Chimerans: Lance.",0,2,0,https://x.com/eIiasmalik/status/1882652498592485809,1.87e+18,eIiasmalik,"['@', 'rhelvane', '@', 'iovienne', 'itu', 'skor', 'sama', 'kkm', 'di', 'rapot', 'kenaikan', 'kelas', 'aja', 'kayaknya', 'masih', 'gede', 'nilai', 'minimum', 'rapot', 'deh', '.']",netral
1.88e+18,Fri Jan 24 04:50:37 +0000 2025,0,halo @kring_pajak bagaimana cara untuk ekualisasi PPN pada perusahaan hasil tembakau ?,1.88e+18,,,in,,0,1,0,https://x.com/RIZKIRINAL90199/status/1882652201585426671,1.88e+18,RIZKIRINAL90199,"['halo', '@', 'kring_pajak', 'bagaimana', 'cara', 'untuk', 'ekualisasi', 'ppn', 'pada', 'perusahaan', 'hasil', 'tembakau', '?']",netral
1.88e+18,Fri Jan 24 04:49:47 +0000 2025,0,@yooogaga @galuh_Indah @kring_pajak @DitjenPajakRI Dan aturan barunya lagi PPN nya cuma bisa dikreditkan di masa yang sama. Rata rata customer pada cut off di tgl 25 setiap bulannya kalo masih belum bisa juga invoice harus mundur ke bulan berikutnya. beneran marah sampe mual rasanya Stress.,1.88e+18,,yooogaga,in,Indonesia,0,0,0,https://x.com/junita_na/status/1882651993136906241,749489749.0,junita_na,"['@', 'yooogaga', '@', 'galuh_indah', '@', 'kring_pajak', '@', 'ditjenpajakri', 'dan', 'aturan', 'barunya', 'lagi', 'ppn', 'nya', 'cuma', 'bisa', 'dikreditkan', 'di', 'masa', 'yang', 'sama', '.', 'rata', 'rata', 'customer', 'pada', 'cut', 'off', 'di', 'tgl', '25', 'setiap', 'bulannya', 'kalo', 'masih', 'belum', 'bisa', 'juga', 'invoice', 'harus', 'mundur', 'ke', 'bulan', 'berikutnya', '.', 'beneran', 'marah', 'sampe', 'mual', 'rasanya', 'stress', '.']",netral
1.88e+18,Fri Jan 24 04:47:22 +0000 2025,0,@kring_pajak Kak kalau Jasa Luar Negeri dari Daerah Pabean di dalam Daerah Pabean kena PPN atas jasa ya kak (Badan) PPN 10% dari DPP. Untuk DPP apakah DPP (11/12) atau DPP Penuh kak?,1.88e+18,,kring_pajak,in,"Kota Semarang, Jawa Tengah",0,1,0,https://x.com/Tusrina2/status/1882651384438464794,1.32e+18,Tusrina2,"['@', 'kring_pajak', 'kak', 'kalau', 'jasa', 'luar', 'negeri', 'dari', 'daerah', 'pabean', 'di', 'dalam', 'daerah', 'pabean', 'kena', 'ppn', 'atas', 'jasa', 'ya', 'kak', '(', 'badan', ')', 'ppn', '10', '%', 'dari', 'dpp', '.', 'untuk', 'dpp', 'apakah', 'dpp', '(', '11/12', ')', 'atau', 'dpp', 'penuh', 'kak', '?']",netral
1.88e+18,Fri Jan 24 04:47:02 +0000 2025,1,@pkpn_ppn 次も綺麗に焼けばOK,1.88e+18,,pkpn_ppn,ja,オーサカ,0,1,0,https://x.com/yuki_KalNeko/status/1882651299453542423,1088216562.0,yuki_KalNeko,"['@', 'pkpn_ppn', '次も綺麗に焼けばok']",netral
1.88e+18,Fri Jan 24 04:44:31 +0000 2025,0,@tempodotco Menteri KKP soal Pagar Laut Menteri Dikti soal Kampus ngurus tambang Menteri Keuangan soal PPN Menteri Kehutanan soal Sawit dan perubahan fungsi hutan,1.88e+18,,tempodotco,in,"Jakarta, Indonesia",0,0,0,https://x.com/denywidjaja_/status/1882650667011227930,45562024.0,denywidjaja_,"['@', 'tempodotco', 'menteri', 'kkp', 'soal', 'pagar', 'laut', 'menteri', 'dikti', 'soal', 'kampus', 'ngurus', 'tambang', 'menteri', 'keuangan', 'soal', 'ppn', 'menteri', 'kehutanan', 'soal', 'sawit', 'dan', 'perubahan', 'fungsi', 'hutan']",netral
1.88e+18,Fri Jan 24 04:44:14 +0000 2025,0,@ghnslsblll Hai Kak. Pajak masukan tsb dapat dikreditkan sepanjang memenuhi ketentuan pengkreditan yaitu bukan merupakan jenis pajak masukan yang tidak dapat dikreditkan sesuai Pasal 9 ayat (8) UU PPN stdtd UU No 6 Tahun 2023 berikut: (lihat gambar) Tks*Ltom https://t.co/STYxfKDnBq,1.88e+18,https://pbs.twimg.com/media/GiCEuYQb0AAH5Dx.png,ghnslsblll,in,1500200,0,0,0,https://x.com/kring_pajak/status/1882650594990817669,4564565058.0,kring_pajak,"['@', 'ghnslsblll', 'hai', 'kak', '.', 'pajak', 'masukan', 'tsb', 'dapat', 'dikreditkan', 'sepanjang', 'memenuhi', 'ketentuan', 'pengkreditan', 'yaitu', 'bukan', 'merupakan', 'jenis', 'pajak', 'masukan', 'yang', 'tidak', 'dapat', 'dikreditkan', 'sesuai', 'pasal', '9', 'ayat', '(', '8', ')', 'uu', 'ppn', 'stdtd', 'uu', 'no', '6', 'tahun', '2023', 'berikut', ':', '(', 'lihat', 'gambar', ')', 'tks', '*', 'ltom', 'https', ':', '//t.co/styxfkdnbq']",netral
